Key_Field,Source_Key,Policy_Date,Policy_Year,Policy_Month,Policy_Quarter,Domicile_Country,PolicyHolder_name,Country_Origin,Product_Descr,Branch,Country_Office,Broker,Filter1,Filter2,Filter3,Filter4,Filter5,Filter6,Industry,LOB,Big_Policy_Ind,Source,Cross_Product,SUB_LOB1,SUB_LOB2,PremiumAmount,LossAmount,Loss_Cnt,Loss_Cntgt0,Loss_Cntgt1000,LossRatio,Linkage1,Linkage2,Linkage3
115,Name115Source1,4/25/2011,2011,4,Q2,MEX,Name115,MEX,PRODUCT92,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry115,LOB1,Yes,Source1,P3,,,11500,900,1,1,0,0.07826087,1,1,0
116,Name116Source2,4/26/2011,2011,4,Q2,CAN,Name116,CAN,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,No,No,Industry116,LOB2,No,Source2,P4,,,11600,1200,5,1,1,0.103448276,1,1,0
117,Name117Source3,4/27/2011,2011,4,Q2,FRA,Name117,FRA,PRODUCT93,BRANCH3,SGP,BROKER17,No,B,No,No,Yes,No,Industry117,LOB3,No,Source3,P5,,,11700,40000,10,1,1,3.418803419,1,1,0
118,Name118Source1,4/28/2011,2011,4,Q2,USA,Name118,USA,PRODUCT94,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry118,LOB4,Yes,Source1,P6,,,11800,0,0,0,0,0,1,1,0
119,Name119Source2,4/29/2011,2011,4,Q2,GB,Name119,GB,PRODUCT95,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry119,LOB5,No,Source2,P7,,,11900,0,0,0,0,0,1,1,0
120,Name120Source3,4/30/2011,2011,4,Q2,CHN,Name120,CHN,PRODUCT96,BRANCH3,SGP,BROKER20,No,B,No,No,No,Yes,Industry120,LOB6,No,Source3,P1,L9,,12000,0,0,0,0,0,1,1,0
121,Name121Source1,5/1/2011,2011,5,Q2,IRE,Name121,IRE,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,Yes,No,Industry121,LOB1,Yes,Source1,P2,,L10,12100,0,0,0,0,0,1,1,0
122,Name122Source2,5/2/2011,2011,5,Q2,SPN,Name122,SPN,PRODUCT97,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry122,LOB2,No,Source2,P3,,,12200,0,0,0,0,0,1,1,0
123,Name123Source3,5/3/2011,2011,5,Q2,ITA,Name123,ITA,PRODUCT98,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,No,Industry123,LOB3,No,Source3,P4,,,12300,0,0,0,0,0,1,1,0
124,Name124Source1,5/4/2011,2011,5,Q2,GER,Name124,GER,PRODUCT99,BRANCH1,USA,BROKER24,Yes,A,Yes,No,No,No,Industry124,LOB4,Yes,Source1,P5,,,12400,0,0,0,0,0,1,1,0
125,Name125Source2,5/5/2011,2011,5,Q2,AUS,Name125,AUS,PRODUCT100,BRANCH2,GB,BROKER25,No,B,Yes,No,Yes,No,Industry125,LOB5,No,Source2,P6,,,12500,0,0,0,0,0,1,1,0
126,Name126Source3,5/6/2011,2011,5,Q2,UAE,Name126,UAE,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,Yes,Industry126,LOB6,No,Source3,P7,,,12600,0,0,0,0,0,1,1,0
127,Name127Source1,5/7/2011,2011,5,Q2,SGP,Name127,SGP,PRODUCT101,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry1,LOB1,Yes,Source1,P1,L10,,12700,800,1,1,0,0.062992126,1,1,0
128,Name128Source2,5/8/2011,2011,5,Q2,MEX,Name128,MEX,PRODUCT102,BRANCH2,GB,BROKER3,No,B,Yes,No,No,No,Industry2,LOB2,No,Source2,P2,,L11,12800,900,1,1,0,0.0703125,1,1,0
129,Name129Source3,5/9/2011,2011,5,Q2,CAN,Name129,CAN,PRODUCT103,BRANCH3,SGP,BROKER4,No,B,No,No,Yes,No,Industry1,LOB3,No,Source3,P3,,,12900,1200,5,1,1,0.093023256,1,1,0
130,Name130Source1,5/10/2011,2011,5,Q2,FRA,Name130,FRA,PRODUCT104,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry2,LOB4,Yes,Source1,P4,,,13000,40000,10,1,1,3.076923077,1,1,0
131,Name131Source2,5/11/2011,2011,5,Q2,USA,Name131,USA,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry3,LOB5,No,Source2,P5,,,13100,0,0,0,0,0,1,1,0
132,Name132Source3,5/12/2011,2011,5,Q2,GB,Name132,GB,PRODUCT105,BRANCH3,SGP,BROKER7,No,B,No,No,No,Yes,Industry4,LOB6,No,Source3,P6,,,13200,0,0,0,0,0,1,1,0
133,Name133Source1,5/13/2011,2011,5,Q2,CHN,Name133,CHN,PRODUCT106,BRANCH1,USA,BROKER8,Yes,A,Yes,No,Yes,No,Industry5,LOB1,Yes,Source1,P7,,,13300,0,0,0,0,0,1,1,0
134,Name134Source2,5/14/2011,2011,5,Q2,IRE,Name134,IRE,PRODUCT107,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry6,LOB2,No,Source2,P1,L10,,13400,0,0,0,0,0,1,1,0
135,Name135Source3,5/15/2011,2011,5,Q2,SPN,Name135,SPN,PRODUCT108,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,No,Industry7,LOB3,No,Source3,P2,,L11,13500,0,0,0,0,0,1,1,0
136,Name136Source1,5/16/2011,2011,5,Q2,ITA,Name136,ITA,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,No,No,Industry8,LOB4,Yes,Source1,P3,,,13600,0,0,0,0,0,1,1,0
137,Name137Source2,5/17/2011,2011,5,Q2,GER,Name137,GER,PRODUCT109,BRANCH2,GB,BROKER12,No,B,Yes,No,Yes,No,Industry9,LOB5,No,Source2,P4,,,13700,0,0,0,0,0,1,1,0
138,Name138Source3,5/18/2011,2011,5,Q2,AUS,Name138,AUS,PRODUCT110,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,Yes,Industry10,LOB6,No,Source3,P5,,,13800,0,0,0,0,0,1,1,0
139,Name139Source1,5/19/2011,2011,5,Q2,UAE,Name139,UAE,PRODUCT111,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry11,LOB1,Yes,Source1,P6,,,13900,0,0,0,0,0,1,1,0
140,Name140Source2,5/20/2011,2011,5,Q2,SGP,Name140,SGP,PRODUCT112,BRANCH2,GB,BROKER15,No,B,Yes,No,No,No,Industry12,LOB2,No,Source2,P7,,,14000,800,1,1,0,0.057142857,1,1,0
141,Name141Source3,5/21/2011,2011,5,Q2,MEX,Name141,MEX,,BRANCH3,SGP,BROKER16,No,B,No,Yes,Yes,No,Industry13,LOB3,No,Source3,P1,L11,,14100,900,1,1,0,0.063829787,1,1,0
142,Name142Source1,5/22/2011,2011,5,Q2,CAN,Name142,CAN,PRODUCT113,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry14,LOB4,Yes,Source1,P2,,L12,14200,1200,5,1,1,0.084507042,1,1,0
143,Name143Source2,5/23/2011,2011,5,Q2,FRA,Name143,FRA,PRODUCT114,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry15,LOB5,No,Source2,P3,,,14300,40000,10,1,1,2.797202797,1,1,0
144,Name144Source3,5/24/2011,2011,5,Q2,USA,Name144,USA,PRODUCT115,BRANCH3,SGP,BROKER19,No,B,No,No,No,Yes,Industry16,LOB6,No,Source3,P4,,,14400,0,0,0,0,0,1,1,0
145,Name145Source1,5/25/2011,2011,5,Q2,GB,Name145,GB,PRODUCT116,BRANCH1,USA,BROKER20,Yes,A,Yes,No,Yes,No,Industry17,LOB1,Yes,Source1,P5,,,14500,0,0,0,0,0,1,1,0
146,Name146Source2,5/26/2011,2011,5,Q2,CHN,Name146,CHN,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry18,LOB2,No,Source2,P6,,,14600,0,0,0,0,0,1,1,0
147,Name147Source3,5/27/2011,2011,5,Q2,IRE,Name147,IRE,PRODUCT117,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,No,Industry19,LOB3,No,Source3,P7,,,14700,0,0,0,0,0,1,1,0
148,Name148Source1,5/28/2011,2011,5,Q2,SPN,Name148,SPN,PRODUCT118,BRANCH1,USA,BROKER23,Yes,A,Yes,No,No,No,Industry20,LOB4,Yes,Source1,P1,L11,,14800,0,0,0,0,0,1,1,0
149,Name149Source2,5/29/2011,2011,5,Q2,ITA,Name149,ITA,PRODUCT119,BRANCH2,GB,BROKER24,No,B,Yes,No,Yes,No,Industry21,LOB5,No,Source2,P2,,L12,14900,0,0,0,0,0,1,1,0
150,Name150Source3,5/30/2011,2011,5,Q2,GER,Name150,GER,PRODUCT120,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,Yes,Industry22,LOB6,No,Source3,P3,,,15000,0,0,0,0,0,1,1,0
151,Name151Source1,5/31/2011,2011,5,Q2,AUS,Name151,AUS,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry23,LOB1,Yes,Source1,P4,,,15100,0,0,0,0,0,1,1,0
152,Name152Source2,6/1/2011,2011,6,Q2,UAE,Name152,UAE,PRODUCT121,BRANCH2,GB,BROKER2,No,B,Yes,No,No,No,Industry24,LOB2,No,Source2,P5,,,15200,0,0,0,0,0,1,1,0
153,Name153Source3,6/2/2011,2011,6,Q2,SGP,Name153,SGP,PRODUCT122,BRANCH3,SGP,BROKER3,No,B,No,No,Yes,No,Industry25,LOB3,No,Source3,P6,,,15300,800,1,1,0,0.052287582,1,1,0
154,Name154Source1,6/3/2011,2011,6,Q2,MEX,Name154,MEX,PRODUCT123,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry26,LOB4,Yes,Source1,P7,,,15400,900,1,1,0,0.058441558,1,1,0
155,Name155Source2,6/4/2011,2011,6,Q2,CAN,Name155,CAN,PRODUCT124,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry27,LOB5,No,Source2,P1,L12,,15500,1200,5,1,1,0.077419355,1,1,0
156,Name156Source3,6/5/2011,2011,6,Q2,FRA,Name156,FRA,,BRANCH3,SGP,BROKER6,No,B,No,Yes,No,Yes,Industry28,LOB6,No,Source3,P2,,L13,15600,40000,10,1,1,2.564102564,1,1,0
157,Name157Source1,6/6/2011,2011,6,Q2,USA,Name157,USA,PRODUCT125,BRANCH1,USA,BROKER7,Yes,A,Yes,No,Yes,No,Industry29,LOB1,Yes,Source1,P3,,,15700,0,0,0,0,0,1,1,0
158,Name158Source2,6/7/2011,2011,6,Q2,GB,Name158,GB,PRODUCT126,BRANCH2,GB,BROKER8,No,B,Yes,No,Yes,No,Industry30,LOB2,No,Source2,P4,,,15800,0,0,0,0,0,1,1,0
159,Name159Source3,6/8/2011,2011,6,Q2,CHN,Name159,CHN,PRODUCT127,BRANCH3,SGP,BROKER9,No,B,No,No,Yes,No,Industry31,LOB3,No,Source3,P5,,,15900,0,0,0,0,0,1,1,0
160,Name160Source1,6/9/2011,2011,6,Q2,IRE,Name160,IRE,PRODUCT128,BRANCH1,USA,BROKER10,Yes,A,Yes,No,No,No,Industry32,LOB4,Yes,Source1,P6,,,16000,0,0,0,0,0,1,1,0
161,Name161Source2,6/10/2011,2011,6,Q2,SPN,Name161,SPN,,BRANCH2,GB,BROKER11,No,B,Yes,Yes,Yes,No,Industry33,LOB5,No,Source2,P7,,,16100,0,0,0,0,0,1,1,0
162,Name162Source3,6/11/2011,2011,6,Q2,ITA,Name162,ITA,PRODUCT129,BRANCH3,SGP,BROKER12,No,B,No,No,Yes,Yes,Industry34,LOB6,No,Source3,P1,L12,,16200,0,0,0,0,0,1,1,0
163,Name163Source1,6/12/2011,2011,6,Q2,GER,Name163,GER,PRODUCT130,BRANCH1,USA,BROKER13,Yes,A,Yes,No,Yes,No,Industry35,LOB1,Yes,Source1,P2,,L13,16300,0,0,0,0,0,1,1,0
164,Name164Source2,6/13/2011,2011,6,Q2,AUS,Name164,AUS,PRODUCT131,BRANCH2,GB,BROKER14,No,B,Yes,No,No,No,Industry36,LOB2,No,Source2,P3,,,16400,0,0,0,0,0,1,1,0
165,Name165Source3,6/14/2011,2011,6,Q2,UAE,Name165,UAE,PRODUCT132,BRANCH3,SGP,BROKER15,No,B,No,No,Yes,No,Industry37,LOB3,No,Source3,P4,,,16500,0,0,0,0,0,1,1,0
166,Name166Source1,6/15/2011,2011,6,Q2,SGP,Name166,SGP,,BRANCH1,USA,BROKER16,Yes,A,Yes,Yes,Yes,No,Industry38,LOB4,Yes,Source1,P5,,,16600,800,1,1,0,0.048192771,1,1,0
167,Name167Source2,6/16/2011,2011,6,Q2,MEX,Name167,MEX,PRODUCT133,BRANCH2,GB,BROKER17,No,B,Yes,No,Yes,No,Industry39,LOB5,No,Source2,P6,,,16700,900,1,1,0,0.053892216,1,1,0
168,Name168Source3,6/17/2011,2011,6,Q2,CAN,Name168,CAN,PRODUCT134,BRANCH3,SGP,BROKER18,No,B,No,No,No,Yes,Industry40,LOB6,No,Source3,P7,,,16800,1200,5,1,1,0.071428571,1,1,0
169,Name169Source1,6/18/2011,2011,6,Q2,FRA,Name169,FRA,PRODUCT135,BRANCH1,USA,BROKER19,Yes,A,Yes,No,Yes,No,Industry41,LOB1,Yes,Source1,P1,L13,,16900,40000,10,1,1,2.366863905,1,1,0
170,Name170Source2,6/19/2011,2011,6,Q2,USA,Name170,USA,PRODUCT136,BRANCH2,GB,BROKER20,No,B,Yes,No,Yes,No,Industry42,LOB2,No,Source2,P2,,L14,17000,0,0,0,0,0,1,1,0
171,Name171Source3,6/20/2011,2011,6,Q2,GB,Name171,GB,,BRANCH3,SGP,BROKER21,No,B,No,Yes,Yes,No,Industry43,LOB3,No,Source3,P3,,,17100,0,0,0,0,0,1,1,0
172,Name172Source1,6/21/2011,2011,6,Q2,CHN,Name172,CHN,PRODUCT137,BRANCH1,USA,BROKER22,Yes,A,Yes,No,No,No,Industry44,LOB4,Yes,Source1,P4,,,17200,0,0,0,0,0,1,1,0
173,Name173Source2,6/22/2011,2011,6,Q2,IRE,Name173,IRE,PRODUCT138,BRANCH2,GB,BROKER23,No,B,Yes,No,Yes,No,Industry45,LOB5,No,Source2,P5,,,17300,0,0,0,0,0,1,1,0
174,Name174Source3,6/23/2011,2011,6,Q2,SPN,Name174,SPN,PRODUCT139,BRANCH3,SGP,BROKER24,No,B,No,No,Yes,Yes,Industry46,LOB6,No,Source3,P6,,,17400,0,0,0,0,0,1,1,0
175,Name175Source1,6/24/2011,2011,6,Q2,ITA,Name175,ITA,PRODUCT140,BRANCH1,USA,BROKER25,Yes,A,Yes,No,Yes,No,Industry47,LOB1,Yes,Source1,P7,,,17500,0,0,0,0,0,1,1,0
176,Name176Source2,6/25/2011,2011,6,Q2,GER,Name176,GER,,BRANCH2,GB,BROKER1,No,B,Yes,Yes,No,No,Industry48,LOB2,No,Source2,P1,L13,,17600,0,0,0,0,0,1,1,0
177,Name177Source3,6/26/2011,2011,6,Q2,AUS,Name177,AUS,PRODUCT141,BRANCH3,SGP,BROKER2,No,B,No,No,Yes,No,Industry49,LOB3,No,Source3,P2,,L14,17700,0,0,0,0,0,1,1,0
178,Name178Source1,6/27/2011,2011,6,Q2,UAE,Name178,UAE,PRODUCT142,BRANCH1,USA,BROKER3,Yes,A,Yes,No,Yes,No,Industry50,LOB4,Yes,Source1,P3,,,17800,0,0,0,0,0,1,1,0
179,Name179Source2,6/28/2011,2011,6,Q2,SGP,Name179,SGP,PRODUCT143,BRANCH2,GB,BROKER4,No,B,Yes,No,Yes,No,Industry51,LOB5,No,Source2,P4,,,17900,800,1,1,0,0.044692737,1,1,0
180,Name180Source3,6/29/2011,2011,6,Q2,MEX,Name180,MEX,PRODUCT144,BRANCH3,SGP,BROKER5,No,B,No,No,No,Yes,Industry52,LOB6,No,Source3,P5,,,18000,900,1,1,0,0.05,1,1,0
181,Name181Source1,6/30/2011,2011,6,Q2,CAN,Name181,CAN,,BRANCH1,USA,BROKER6,Yes,A,Yes,Yes,Yes,No,Industry53,LOB1,Yes,Source1,P6,,,18100,1200,5,1,1,0.066298343,1,1,0
182,Name182Source2,7/1/2011,2011,7,Q3,FRA,Name182,FRA,PRODUCT145,BRANCH2,GB,BROKER7,No,B,Yes,No,Yes,No,Industry54,LOB2,No,Source2,P7,,,18200,40000,10,1,1,2.197802198,1,1,0
183,Name183Source3,7/2/2011,2011,7,Q3,USA,Name183,USA,PRODUCT146,BRANCH3,SGP,BROKER8,No,B,No,No,Yes,No,Industry55,LOB3,No,Source3,P1,L14,,18300,0,0,0,0,0,1,1,0
184,Name184Source1,7/3/2011,2011,7,Q3,GB,Name184,GB,PRODUCT147,BRANCH1,USA,BROKER9,Yes,A,Yes,No,No,No,Industry56,LOB4,Yes,Source1,P2,,L15,18400,0,0,0,0,0,1,1,0
185,Name185Source2,7/4/2011,2011,7,Q3,CHN,Name185,CHN,PRODUCT148,BRANCH2,GB,BROKER10,No,B,Yes,No,Yes,No,Industry57,LOB5,No,Source2,P3,,,18500,0,0,0,0,0,1,1,0
186,Name186Source3,7/5/2011,2011,7,Q3,IRE,Name186,IRE,,BRANCH3,SGP,BROKER11,No,B,No,Yes,Yes,Yes,Industry58,LOB6,No,Source3,P4,,,18600,0,0,0,0,0,1,1,0
187,Name187Source1,7/6/2011,2011,7,Q3,SPN,Name187,SPN,PRODUCT149,BRANCH1,USA,BROKER12,Yes,A,Yes,No,Yes,No,Industry59,LOB1,Yes,Source1,P5,,,18700,0,0,0,0,0,1,1,0
188,Name188Source2,7/7/2011,2011,7,Q3,ITA,Name188,ITA,PRODUCT150,BRANCH2,GB,BROKER13,No,B,Yes,No,No,No,Industry60,LOB2,No,Source2,P6,,,18800,0,0,0,0,0,1,1,0
189,Name189Source3,7/8/2011,2011,7,Q3,GER,Name189,GER,PRODUCT151,BRANCH3,SGP,BROKER14,No,B,No,No,Yes,No,Industry61,LOB3,No,Source3,P7,,,18900,0,0,0,0,0,1,1,0
190,Name190Source1,7/9/2011,2011,7,Q3,AUS,Name190,AUS,PRODUCT152,BRANCH1,USA,BROKER15,Yes,A,Yes,No,Yes,No,Industry62,LOB4,Yes,Source1,P1,L14,,19000,0,0,0,0,0,1,1,0
191,Name191Source2,7/10/2011,2011,7,Q3,UAE,Name191,UAE,,BRANCH2,GB,BROKER16,No,B,Yes,Yes,Yes,No,Industry63,LOB5,No,Source2,P2,,L15,19100,0,0,0,0,0,1,1,0
192,Name192Source3,7/11/2011,2011,7,Q3,SGP,Name192,SGP,PRODUCT153,BRANCH3,SGP,BROKER17,No,B,No,No,No,Yes,Industry64,LOB6,No,Source3,P3,,,19200,800,1,1,0,0.041666667,1,1,0
193,Name193Source1,7/12/2011,2011,7,Q3,MEX,Name193,MEX,PRODUCT154,BRANCH1,USA,BROKER18,Yes,A,Yes,No,Yes,No,Industry65,LOB1,Yes,Source1,P4,,,19300,900,1,1,0,0.046632124,1,1,0
194,Name194Source2,7/13/2011,2011,7,Q3,CAN,Name194,CAN,PRODUCT155,BRANCH2,GB,BROKER19,No,B,Yes,No,Yes,No,Industry66,LOB2,No,Source2,P5,,,19400,1200,5,1,1,0.06185567,1,1,0
195,Name195Source3,7/14/2011,2011,7,Q3,FRA,Name195,FRA,PRODUCT156,BRANCH3,SGP,BROKER20,No,B,No,No,Yes,No,Industry67,LOB3,No,Source3,P6,,,19500,40000,10,1,1,2.051282051,1,1,0
196,Name196Source1,7/15/2011,2011,7,Q3,USA,Name196,USA,,BRANCH1,USA,BROKER21,Yes,A,Yes,Yes,No,No,Industry68,LOB4,Yes,Source1,P7,,,19600,0,0,0,0,0,1,1,0
197,Name197Source2,7/16/2011,2011,7,Q3,GB,Name197,GB,PRODUCT157,BRANCH2,GB,BROKER22,No,B,Yes,No,Yes,No,Industry69,LOB5,No,Source2,P1,L15,,19700,0,0,0,0,0,1,1,0
198,Name198Source3,7/17/2011,2011,7,Q3,CHN,Name198,CHN,PRODUCT158,BRANCH3,SGP,BROKER23,No,B,No,No,Yes,Yes,Industry70,LOB6,No,Source3,P2,,L16,19800,0,0,0,0,0,1,1,0
199,Name199Source1,7/18/2011,2011,7,Q3,IRE,Name199,IRE,PRODUCT159,BRANCH1,USA,BROKER24,Yes,A,Yes,No,Yes,No,Industry71,LOB1,Yes,Source1,P3,,,19900,0,0,0,0,0,1,1,0
200,Name200Source2,7/19/2011,2011,7,Q3,SPN,Name200,SPN,PRODUCT160,BRANCH2,GB,BROKER25,No,B,Yes,No,No,No,Industry72,LOB2,No,Source2,P4,,,20000,0,0,0,0,0,1,1,0
201,Name201Source3,7/20/2011,2011,7,Q3,ITA,Name201,ITA,,BRANCH3,SGP,BROKER1,No,B,No,Yes,Yes,No,Industry73,LOB3,No,Source3,P5,,,20100,0,0,0,0,0,1,1,0
202,Name202Source1,7/21/2011,2011,7,Q3,GER,Name202,GER,PRODUCT161,BRANCH1,USA,BROKER2,Yes,A,Yes,No,Yes,No,Industry74,LOB4,Yes,Source1,P6,,,20200,0,0,0,0,0,1,1,0
203,Name203Source2,7/22/2011,2011,7,Q3,AUS,Name203,AUS,PRODUCT162,BRANCH2,GB,BROKER3,No,B,Yes,No,Yes,No,Industry75,LOB5,No,Source2,P7,,,20300,0,0,0,0,0,1,1,0
204,Name204Source3,7/23/2011,2011,7,Q3,UAE,Name204,UAE,PRODUCT163,BRANCH3,SGP,BROKER4,No,B,No,No,No,Yes,Industry76,LOB6,No,Source3,P1,L15,,20400,0,0,0,0,0,1,1,0
205,Name205Source1,7/24/2011,2011,7,Q3,SGP,Name205,SGP,PRODUCT164,BRANCH1,USA,BROKER5,Yes,A,Yes,No,Yes,No,Industry77,LOB1,Yes,Source1,P2,,L16,20500,800,1,1,0,0.03902439,1,1,0
206,Name206Source2,7/25/2011,2011,7,Q3,MEX,Name206,MEX,,BRANCH2,GB,BROKER6,No,B,Yes,Yes,Yes,No,Industry78,LOB2,No,Source2,P3,,,20600,900,1,1,0,0.04368932,1,1,0
207,Name207Source3,7/26/2011,2011,7,Q3,CAN,Name207,CAN,PRODUCT165,BRANCH3,SGP,BROKER7,No,B,No,No,Yes,No,Industry79,LOB3,No,Source3,P4,,,20700,1200,5,1,1,0.057971014,1,1,0
208,Name208Source1,7/27/2011,2011,7,Q3,FRA,Name208,FRA,PRODUCT166,BRANCH1,USA,BROKER8,Yes,A,Yes,No,No,No,Industry80,LOB4,Yes,Source1,P5,,,20800,40000,10,1,1,1.923076923,1,1,0
209,Name209Source2,7/28/2011,2011,7,Q3,USA,Name209,USA,PRODUCT167,BRANCH2,GB,BROKER9,No,B,Yes,No,Yes,No,Industry81,LOB5,No,Source2,P6,,,20900,0,0,0,0,0,1,1,0
210,Name210Source3,7/29/2011,2011,7,Q3,GB,Name210,GB,PRODUCT168,BRANCH3,SGP,BROKER10,No,B,No,No,Yes,Yes,Industry82,LOB6,No,Source3,P7,,,21000,0,0,0,0,0,1,1,0
211,Name211Source1,7/30/2011,2011,7,Q3,CHN,Name211,CHN,,BRANCH1,USA,BROKER11,Yes,A,Yes,Yes,Yes,No,Industry83,LOB1,Yes,Source1,P1,L16,,21100,0,0,0,0,0,1,1,0
212,Name212Source2,7/31/2011,2011,7,Q3,IRE,Name212,IRE,PRODUCT169,BRANCH2,GB,BROKER12,No,B,Yes,No,No,No,Industry84,LOB2,No,Source2,P2,,L17,21200,0,0,0,0,0,1,1,0
213,Name213Source3,8/1/2011,2011,8,Q3,SPN,Name213,SPN,PRODUCT170,BRANCH3,SGP,BROKER13,No,B,No,No,Yes,No,Industry85,LOB3,No,Source3,P3,,,21300,0,0,0,0,0,1,1,0
214,Name214Source1,8/2/2011,2011,8,Q3,ITA,Name214,ITA,PRODUCT171,BRANCH1,USA,BROKER14,Yes,A,Yes,No,Yes,No,Industry86,LOB4,Yes,Source1,P4,,,21400,0,0,0,0,0,1,1,0
215,Name215Source2,8/3/2011,2011,8,Q3,GER,Name215,GER,PRODUCT172,BRANCH2,GB,BROKER15,No,B,Yes,No,Yes,No,Industry87,LOB5,No,Source2,P5,,,21500,0,0,0,0,0,1,1,0
216,Name216Source3,8/4/2011,2011,8,Q3,AUS,Name216,AUS,,BRANCH3,SGP,BROKER16,No,B,No,Yes,No,Yes,Industry88,LOB6,No,Source3,P6,,,21600,0,0,0,0,0,1,1,0
217,Name217Source1,8/5/2011,2011,8,Q3,UAE,Name217,UAE,PRODUCT173,BRANCH1,USA,BROKER17,Yes,A,Yes,No,Yes,No,Industry89,LOB1,Yes,Source1,P7,,,21700,0,0,0,0,0,1,1,0
218,Name218Source2,8/6/2011,2011,8,Q3,SGP,Name218,SGP,PRODUCT174,BRANCH2,GB,BROKER18,No,B,Yes,No,Yes,No,Industry90,LOB2,No,Source2,P1,L16,,21800,800,1,1,0,0.036697248,1,1,0
219,Name219Source3,8/7/2011,2011,8,Q3,MEX,Name219,MEX,PRODUCT175,BRANCH3,SGP,BROKER19,No,B,No,No,Yes,No,Industry91,LOB3,No,Source3,P2,,L17,21900,900,1,1,0,0.04109589,1,1,0
220,Name220Source1,8/8/2011,2011,8,Q3,CAN,Name220,CAN,PRODUCT176,BRANCH1,USA,BROKER20,Yes,A,Yes,No,No,No,Industry92,LOB4,Yes,Source1,P3,,,22000,1200,5,1,1,0.054545455,1,1,0
221,Name221Source2,8/9/2011,2011,8,Q3,FRA,Name221,FRA,,BRANCH2,GB,BROKER21,No,B,Yes,Yes,Yes,No,Industry93,LOB5,No,Source2,P4,,,22100,40000,10,1,1,1.809954751,1,1,0
222,Name222Source3,8/10/2011,2011,8,Q3,USA,Name222,USA,PRODUCT177,BRANCH3,SGP,BROKER22,No,B,No,No,Yes,Yes,Industry94,LOB6,No,Source3,P5,,,22200,0,0,0,0,0,1,1,0
223,Name223Source1,8/11/2011,2011,8,Q3,GB,Name223,GB,PRODUCT178,BRANCH1,USA,BROKER23,Yes,A,Yes,No,Yes,No,Industry95,LOB1,Yes,Source1,P6,,,22300,0,0,0,0,0,1,1,0
224,Name224Source2,8/12/2011,2011,8,Q3,CHN,Name224,CHN,PRODUCT179,BRANCH2,GB,BROKER24,No,B,Yes,No,No,No,Industry96,LOB2,No,Source2,P7,,,22400,0,0,0,0,0,1,1,0
225,Name225Source3,8/13/2011,2011,8,Q3,IRE,Name225,IRE,PRODUCT180,BRANCH3,SGP,BROKER25,No,B,No,No,Yes,No,Industry97,LOB3,No,Source3,P1,L17,,22500,0,0,0,0,0,1,1,0
226,Name226Source1,8/14/2011,2011,8,Q3,SPN,Name226,SPN,,BRANCH1,USA,BROKER1,Yes,A,Yes,Yes,Yes,No,Industry98,LOB4,Yes,Source1,P2,,L18,22600,0,0,0,0,0,1,1,0
227,Name227Source2,8/15/2011,2011,8,Q3,ITA,Name227,ITA,PRODUCT181,BRANCH2,GB,BROKER2,No,B,Yes,No,Yes,No,Industry99,LOB5,No,Source2,P3,,,22700,0,0,0,0,0,1,1,0
228,Name228Source3,8/16/2011,2011,8,Q3,GER,Name228,GER,PRODUCT182,BRANCH3,SGP,BROKER3,No,B,No,No,No,Yes,Industry100,LOB6,No,Source3,P4,,,22800,0,0,0,0,0,1,1,0
229,Name229Source1,8/17/2011,2011,8,Q3,AUS,Name229,AUS,PRODUCT183,BRANCH1,USA,BROKER4,Yes,A,Yes,No,Yes,No,Industry101,LOB1,Yes,Source1,P5,,,22900,0,0,0,0,0,1,1,0
230,Name230Source2,8/18/2011,2011,8,Q3,UAE,Name230,UAE,PRODUCT184,BRANCH2,GB,BROKER5,No,B,Yes,No,Yes,No,Industry102,LOB2,No,Source2,P6,,,23000,0,0,0,0,0,1,1,0
